name	x	y	z	size	group	hemisphere
LTP1	-27.9	13.5	-29.9	2	seeg	left
LTP2	-32.9	13.4	-29.3	2	seeg	left
LTP3	-37.9	13.2	-28.6	2	seeg	left
LTP4	-42.9	13	-28	2	seeg	left
LTP5	-47.9	12.9	-27.3	2	seeg	left
LTP6	-52.9	12.7	-26.6	2	seeg	left
LTP7	-57.9	12.5	-26	2	seeg	left
LTP8	-62.9	12.4	-25.3	2	seeg	left
LBT1	-26.1	-9.2	-39.1	2	seeg	left
LBT2	-31.1	-9.4	-38	2	seeg	left
LBT3	-36.1	-9.5	-36.9	2	seeg	left
LBT4	-41.1	-9.7	-35.9	2	seeg	left
LBT5	-46.1	-9.9	-34.8	2	seeg	left
LBT6	-51.1	-10.1	-33.7	2	seeg	left
LBT7	-56.1	-10.3	-32.6	2	seeg	left
LBT8	-61	-10.5	-31.6	2	seeg	left
LA1	-17.9	-5.1	-25.4	2	seeg	left
LA2	-21.4	-4.6	-25.5	2	seeg	left
LA3	-24.9	-4	-25.5	2	seeg	left
LA4	-28.4	-3.5	-25.6	2	seeg	left
LA5	-31.9	-2.9	-25.6	2	seeg	left
LA6	-35.4	-2.4	-25.6	2	seeg	left
LA7	-38.9	-1.9	-25.7	2	seeg	left
LA8	-42.4	-1.3	-25.7	2	seeg	left
LA9	-45.9	-0.8	-25.7	2	seeg	left
LA10	-49.3	-0.2	-25.8	2	seeg	left
LA11	-52.8	0.4	-25.8	2	seeg	left
LA12	-56.3	1	-25.9	2	seeg	left
LPH1	-21.6	-21.8	-11.1	2	seeg	left
LPH2	-25.1	-21.7	-11.3	2	seeg	left
LPH3	-28.6	-21.5	-11.6	2	seeg	left
LPH4	-32.1	-21.4	-11.8	2	seeg	left
LPH5	-35.6	-21.3	-12	2	seeg	left
LPH6	-39.1	-21.1	-12.2	2	seeg	left
LPH7	-42.6	-21	-12.4	2	seeg	left
LPH8	-46	-20.8	-12.6	2	seeg	left
LPH9	-49.5	-20.7	-12.8	2	seeg	left
LPH10	-53.1	-20.5	-13	2	seeg	left
LPH11	-56.5	-20.4	-13.2	2	seeg	left
LPH12	-60	-20.2	-13.4	2	seeg	left
LPH13	-63.5	-20.1	-13.7	2	seeg	left
LPH14	-67	-19.9	-13.9	2	seeg	left
LMTG1	-21.6	-8	-34.4	2	seeg	left
LMTG2	-24.8	-7.6	-33.5	2	seeg	left
LMTG3	-28.1	-7.2	-32.6	2	seeg	left
LMTG4	-31.4	-6.8	-31.7	2	seeg	left
LMTG5	-34.7	-6.4	-30.8	2	seeg	left
LMTG6	-38	-6	-29.9	2	seeg	left
LMTG7	-41.2	-5.5	-29	2	seeg	left
LMTG8	-44.5	-5.1	-28.1	2	seeg	left
LMTG9	-47.8	-4.7	-27.2	2	seeg	left
LMTG10	-51.1	-4.3	-26.3	2	seeg	left
LMTG11	-54.4	-3.9	-25.4	2	seeg	left
LMTG12	-57.6	-3.5	-24.5	2	seeg	left
LMTG13	-60.9	-3	-23.6	2	seeg	left
LMTG14	-64.2	-2.6	-22.7	2	seeg	left
LSTG1	-37.9	-37.5	4.4	2	seeg	left
LSTG2	-41.2	-37.4	5.3	2	seeg	left
LSTG3	-44.5	-37.2	6.2	2	seeg	left
LSTG4	-47.8	-37.1	7.1	2	seeg	left
LSTG5	-51.1	-37	8	2	seeg	left
LSTG6	-54.4	-36.8	8.9	2	seeg	left
LSTG7	-57.7	-36.7	9.7	2	seeg	left
LSTG8	-61	-36.6	10.6	2	seeg	left
LAH2	-21.1	-12.1	-22.4	2	seeg	left
LAH3	-26.4	-11.5	-21.1	2	seeg	left
LAH4	-31.7	-10.9	-19.7	2	seeg	left
LAH5	-37	-10.2	-18.4	2	seeg	left
LAH6	-42.4	-9.6	-17	2	seeg	left
LAH7	-47.7	-9	-15.7	2	seeg	left
LAH8	-53	-8.4	-14.3	2	seeg	left
LAH9	-58.3	-7.8	-13	2	seeg	left
LAH10	-63.6	-7.2	-11.6	2	seeg	left
LAH1	-18.8	-12.4	-22.9	2	seeg	left
LAC1	-1.8	37	8.9	2	seeg	left
LAC2	-5.3	37.1	8.8	2	seeg	left
LAC3	-8.8	37.2	8.8	2	seeg	left
LAC4	-12.3	37.2	8.8	2	seeg	left
LAC5	-15.8	37.3	8.8	2	seeg	left
LAC6	-19.2	37.4	8.7	2	seeg	left
LAC7	-22.7	37.4	8.7	2	seeg	left
LAC8	-26.2	37.5	8.7	2	seeg	left
LAC9	-29.7	37.6	8.7	2	seeg	left
LAC10	-33.2	37.6	8.6	2	seeg	left
