name	x	y	z	size	group	hemisphere
LTP1	-23.8	17.7	-28.6	2	seeg	left
LTP2	-27	18.1	-27.8	2	seeg	left
LTP3	-30.3	18.6	-27	2	seeg	left
LTP4	-33.6	19	-26.2	2	seeg	left
LTP5	-36.8	19.5	-25.4	2	seeg	left
LTP6	-40.1	19.9	-24.6	2	seeg	left
LBP1	-24	10.6	-30.3	2	seeg	left
LBP2	-27.5	10.3	-29.5	2	seeg	left
LBP3	-31	10	-28.6	2	seeg	left
LBP4	-34.5	9.6	-27.7	2	seeg	left
LBP5	-38	9.3	-26.9	2	seeg	left
LBP6	-41.5	8.9	-26	2	seeg	left
LBP7	-44.9	8.6	-25.1	2	seeg	left
LBP8	-48.4	8.3	-24.3	2	seeg	left
LA1	-16	-3.2	-13.4	2	seeg	left
LA2	-19.6	-2.9	-13.2	2	seeg	left
LA3	-23.2	-2.7	-12.9	2	seeg	left
LA4	-26.8	-2.4	-12.7	2	seeg	left
LA5	-30.4	-2.1	-12.4	2	seeg	left
LA6	-34	-1.8	-12.1	2	seeg	left
LA7	-37.6	-1.6	-11.9	2	seeg	left
LA8	-41.2	-1.3	-11.6	2	seeg	left
LAH1	-19.9	-12.9	-12.3	2	seeg	left
LAH2	-23.6	-12.9	-12.2	2	seeg	left
LAH3	-27.3	-12.8	-12.1	2	seeg	left
LAH4	-30.9	-12.8	-12.1	2	seeg	left
LAH5	-34.6	-12.7	-12	2	seeg	left
LAH6	-38.2	-12.6	-11.9	2	seeg	left
LAH7	-41.9	-12.6	-11.8	2	seeg	left
LAH8	-45.6	-12.5	-11.8	2	seeg	left
LAH9	-49.2	-12.4	-11.7	2	seeg	left
LAH10	-52.9	-12.4	-11.6	2	seeg	left
LAH11	-56.6	-12.3	-11.5	2	seeg	left
LAH12	-60.2	-12.2	-11.4	2	seeg	left
LPH1	-24.7	-18.3	-8.8	2	seeg	left
LPH2	-28	-18.6	-7.6	2	seeg	left
LPH3	-31.3	-18.9	-6.3	2	seeg	left
LPH4	-34.7	-19.2	-5.1	2	seeg	left
LPH5	-38	-19.6	-3.9	2	seeg	left
LPH6	-41.3	-19.9	-2.6	2	seeg	left
LPH7	-44.7	-20.2	-1.4	2	seeg	left
LPH8	-48	-20.5	-0.1	2	seeg	left
LPH9	-51.3	-20.8	1.1	2	seeg	left
LPH10	-54.6	-21.1	2.3	2	seeg	left
LPH11	-58	-21.4	3.6	2	seeg	left
LPH12	-61.3	-21.7	4.8	2	seeg	left
LAOF1	-9.9	51.1	-1.2	2	seeg	left
LAOF2	-12.8	48.7	0.6	2	seeg	left
LAOF3	-15.7	46.4	2.4	2	seeg	left
LAOF4	-18.7	44	4.2	2	seeg	left
LAOF5	-21.6	41.7	6	2	seeg	left
LAOF6	-24.5	39.4	7.8	2	seeg	left
LAOF7	-27.5	37	9.6	2	seeg	left
LAOF8	-30.4	34.7	11.4	2	seeg	left
LAOF9	-33.3	32.4	13.2	2	seeg	left
LAOF10	-36.2	30	15	2	seeg	left
LAOF11	-39.2	27.7	16.8	2	seeg	left
LAOF12	-42.1	25.4	18.7	2	seeg	left
LAOF13	-45	23	20.5	2	seeg	left
LAOF14	-47.9	20.7	22.3	2	seeg	left
LAOF15	-50.9	18.3	24.1	2	seeg	left
LAOF16	-53.8	16	25.9	2	seeg	left
LPOF1	-10.2	35.6	-4.3	2	seeg	left
LPOF2	-13.1	34	-1.9	2	seeg	left
LPOF3	-16	32.3	0.5	2	seeg	left
LPOF4	-18.9	30.7	2.9	2	seeg	left
LPOF5	-21.8	29	5.3	2	seeg	left
LPOF6	-24.7	27.3	7.7	2	seeg	left
LPOF7	-27.7	25.7	10	2	seeg	left
LPOF8	-30.6	24	12.4	2	seeg	left
LPOF9	-33.5	22.4	14.8	2	seeg	left
LPOF10	-36.4	20.7	17.2	2	seeg	left
LPOF11	-39.3	19	19.6	2	seeg	left
LPOF12	-42.2	17.4	22	2	seeg	left
LPOF13	-45.1	15.7	24.4	2	seeg	left
LPOF14	-48	14.1	26.8	2	seeg	left
LPOF15	-51	12.4	29.2	2	seeg	left
LPOF16	-53.9	10.7	31.6	2	seeg	left
LAC1	-7.4	34	20.1	2	seeg	left
LAC2	-10.8	33.8	21.3	2	seeg	left
LAC3	-14.1	33.7	22.5	2	seeg	left
LAC4	-17.5	33.5	23.8	2	seeg	left
LAC5	-20.9	33.3	25	2	seeg	left
LAC6	-24.2	33.2	26.2	2	seeg	left
LAC7	-27.6	33	27.5	2	seeg	left
LAC8	-30.9	32.9	28.7	2	seeg	left
LAC9	-34.3	32.7	29.9	2	seeg	left
LAC10	-37.6	32.6	31.1	2	seeg	left
LAC11	-41	32.4	32.4	2	seeg	left
LAC12	-44.3	32.3	33.6	2	seeg	left
LMC1	-6	18	31.9	2	seeg	left
LMC2	-9.5	18.1	32.8	2	seeg	left
LMC3	-13	18.3	33.7	2	seeg	left
LMC4	-16.5	18.5	34.6	2	seeg	left
LMC5	-20	18.6	35.4	2	seeg	left
LMC6	-23.5	18.8	36.3	2	seeg	left
LMC7	-27	18.9	37.2	2	seeg	left
LMC8	-30.5	19.1	38.1	2	seeg	left
LMC9	-34	19.3	38.9	2	seeg	left
LMC10	-37.5	19.4	39.8	2	seeg	left
LMC11	-41	19.6	40.7	2	seeg	left
LMC12	-44.5	19.7	41.6	2	seeg	left
LPC1	-3.7	-7.9	39.8	2	seeg	left
LPC2	-7.2	-8.4	40.5	2	seeg	left
LPC3	-10.7	-8.8	41.2	2	seeg	left
LPC4	-14.2	-9.3	41.9	2	seeg	left
LPC5	-17.7	-9.8	42.6	2	seeg	left
LPC6	-21.2	-10.2	43.3	2	seeg	left
LPC7	-24.7	-10.7	44	2	seeg	left
LPC8	-28.1	-11.2	44.7	2	seeg	left
LPC9	-31.6	-11.7	45.4	2	seeg	left
LPC10	-35.1	-12.1	46.1	2	seeg	left
LPC11	-38.6	-12.6	46.8	2	seeg	left
LPC12	-42.1	-13.1	47.5	2	seeg	left
LPC13	-45.6	-13.6	48.2	2	seeg	left
LPC14	-49.1	-14	48.9	2	seeg	left
LAI1	-33.3	6.7	-0.9	2	seeg	left
LAI2	-31.9	7.5	3.2	2	seeg	left
LAI3	-30.6	8.3	7.3	2	seeg	left
LAI4	-29.3	9.1	11.4	2	seeg	left
LAI5	-28	9.9	15.5	2	seeg	left
LAI6	-26.7	10.8	19.6	2	seeg	left
LAI7	-25.3	11.6	23.7	2	seeg	left
LAI8	-24	12.4	27.8	2	seeg	left
LAI9	-22.7	13.2	31.9	2	seeg	left
LAI10	-21.4	14	36	2	seeg	left
LAI11	-20.1	14.8	40	2	seeg	left
LAI12	-18.8	15.6	44.1	2	seeg	left
LAI13	-17.4	16.4	48.2	2	seeg	left
LAI14	-16.1	17.2	52.3	2	seeg	left
LAI15	-14.8	18	56.4	2	seeg	left
LAI16	-13.5	18.8	60.5	2	seeg	left
LPI1	-33.3	-6.6	3.6	2	seeg	left
LPI2	-32.5	-9.4	6.6	2	seeg	left
LPI3	-31.7	-12.2	9.5	2	seeg	left
LPI4	-30.9	-15	12.5	2	seeg	left
LPI5	-30.1	-17.8	15.4	2	seeg	left
LPI6	-29.3	-20.6	18.4	2	seeg	left
LPI7	-28.5	-23.4	21.3	2	seeg	left
LPI8	-27.7	-26.7	24.3	2	seeg	left
LPI9	-26.9	-29.9	27.2	2	seeg	left
LPI10	-26.2	-33.2	30.2	2	seeg	left
LPI11	-25.4	-36.5	33.1	2	seeg	left
LPI12	-24.6	-39.7	36.1	2	seeg	left
LPI13	-23.8	-43	39	2	seeg	left
LPI14	-23	-46.2	42	2	seeg	left
LPI15	-22.2	-49.5	44.9	2	seeg	left
LPI16	-21.4	-52.7	47.9	2	seeg	left
LFO1	-37.3	0.2	8.4	2	seeg	left
LFO2	-41	0.7	8.5	2	seeg	left
LFO3	-44.8	1.3	8.6	2	seeg	left
LFO4	-48.5	1.8	8.8	2	seeg	left
LFO5	-52.3	2.4	8.9	2	seeg	left
LFO6	-56.1	2.9	9	2	seeg	left
LPO1	-38.7	-26	19.9	2	seeg	left
LPO2	-42.4	-26.1	20.1	2	seeg	left
LPO3	-46.1	-26.1	20.2	2	seeg	left
LPO4	-49.8	-26.2	20.4	2	seeg	left
LPO5	-53.5	-26.2	20.5	2	seeg	left
LPO6	-57.2	-26.3	20.7	2	seeg	left
LPO7	-60.9	-26.4	20.8	2	seeg	left
