name	x	y	z	size	group	hemisphere
LPOF10	-48.9	22.6	21.8	2	seeg	left
RCG1	5.1	28.1	-4.1	2	seeg	right
RCG2	7.5	29.8	1	2	seeg	right
RCG3	10	31.5	5.9	2	seeg	right
RCG4	12.4	33.1	10.8	2	seeg	right
RCG5	14.9	34.8	15.7	2	seeg	right
RCG6	17.3	36.4	20.5	2	seeg	right
RCG7	19.8	38.1	25.4	2	seeg	right
RCG8	22.2	39.8	30.3	2	seeg	right
RCG9	24.7	41.4	35.2	2	seeg	right
RCG10	27.1	43.1	40.1	2	seeg	right
RSMA1	6.6	15.7	21.6	2	seeg	right
RSMA2	8.1	17.1	24.8	2	seeg	right
RSMA3	9.6	18.5	28	2	seeg	right
RSMA4	11.1	20	31.2	2	seeg	right
RSMA5	12.6	21.4	34.4	2	seeg	right
RSMA6	14.1	22.8	37.6	2	seeg	right
RSMA7	15.6	24.2	40.8	2	seeg	right
RSMA8	17.1	25.6	44	2	seeg	right
RSMA9	18.6	27.1	47.2	2	seeg	right
RSMA10	20.1	28.5	50.4	2	seeg	right
RPMC1	5.6	-4.6	29	2	seeg	right
RPMC2	7.7	-4.4	33.2	2	seeg	right
RPMC3	9.8	-4.3	37.4	2	seeg	right
RPMC4	11.9	-4.1	41.6	2	seeg	right
RPMC5	14	-4	45.9	2	seeg	right
RPMC6	16.1	-3.8	50.1	2	seeg	right
RPMC7	18.2	-3.7	54.3	2	seeg	right
RPMC8	20.3	-3.5	58.5	2	seeg	right
RPMC9	22.4	-3.4	62.7	2	seeg	right
RPMC10	24.5	-3.2	66.9	2	seeg	right
RAIN1	36.1	-2.1	-0.2	2	seeg	right
RAIN2	35.7	0.4	5.9	2	seeg	right
RAIN3	35.3	3.2	12	2	seeg	right
RAIN4	34.9	6.1	18.1	2	seeg	right
RAIN5	34.5	9	24.2	2	seeg	right
RAIN6	34.1	11.8	30.3	2	seeg	right
RAIN7	33.7	14.7	36.4	2	seeg	right
RAIN8	33.3	17.6	42.4	2	seeg	right
RAIN9	32.9	20.4	48.5	2	seeg	right
RAIN10	32.5	23.3	54.6	2	seeg	right
RPIN1	29	-28	12.6	2	seeg	right
RPIN2	28	-32.2	18.9	2	seeg	right
RPIN3	27.1	-36.3	25.1	2	seeg	right
RPIN4	26.1	-40.5	31.4	2	seeg	right
RPIN5	25.1	-44.7	37.7	2	seeg	right
RPIN6	24.1	-48.9	44	2	seeg	right
RPIN7	23.2	-53.1	50.3	2	seeg	right
RPIN8	22.2	-57.2	56.6	2	seeg	right
RPIN9	21.2	-61.4	62.9	2	seeg	right
RPIN10	20.2	-65.6	69.2	2	seeg	right
RAOF1	6.3	49.4	-12.2	2	seeg	right
RAOF2	11.8	47.6	-8.3	2	seeg	right
RAOF3	17.3	45.7	-4.4	2	seeg	right
RAOF4	22.9	43.8	-0.4	2	seeg	right
RAOF5	28.4	41.9	3.4	2	seeg	right
RAOF6	33.9	40	7.1	2	seeg	right
RAOF7	39.4	38.1	10.9	2	seeg	right
RAOF8	44.9	36.3	14.7	2	seeg	right
RAOF9	50.4	34.4	18.5	2	seeg	right
RAOF10	55.9	32.5	22.2	2	seeg	right
RPOF1	5.7	35.8	-17.8	2	seeg	right
RPOF2	10.5	34.6	-11.6	2	seeg	right
RPOF3	15.3	33.4	-5.4	2	seeg	right
RPOF4	20.1	32.2	0.8	2	seeg	right
RPOF5	24.9	31	6.7	2	seeg	right
RPOF6	29.7	29.9	12.7	2	seeg	right
RPOF7	34.5	28.7	18.7	2	seeg	right
RPOF8	39.3	27.5	24.6	2	seeg	right
RPOF9	44.1	26.3	30.6	2	seeg	right
RPOF10	48.9	25.1	36.5	2	seeg	right
