name	x	y	z	size	group	hemisphere
LA1	-12.8	24.9	28.1	2	seeg	left
LA2	-16.3	25.0	28.1	2	seeg	left
LA3	-19.7	25.1	28.0	2	seeg	left
LA4	-23.1	25.3	27.9	2	seeg	left
LA5	-26.6	25.4	27.8	2	seeg	left
LA6	-30.0	25.6	27.7	2	seeg	left
LA7	-33.4	25.7	27.6	2	seeg	left
LA8	-36.9	25.9	27.5	2	seeg	left
LA9	-40.3	26.0	27.4	2	seeg	left
LA10	-43.7	26.1	27.4	2	seeg	left
LA11	-47.1	26.3	27.3	2	seeg	left
LA12	-50.6	26.4	27.2	2	seeg	left
LA13	-54.0	26.6	27.1	2	seeg	left
LA14	-57.4	26.7	27.0	2	seeg	left
LAH1	-14.4	15.8	31.6	2	seeg	left
LAH2	-17.9	15.7	31.3	2	seeg	left
LAH3	-21.3	15.6	31.0	2	seeg	left
LAH4	-24.8	15.6	30.7	2	seeg	left
LAH5	-28.3	15.5	30.4	2	seeg	left
LAH6	-31.8	15.4	30.1	2	seeg	left
LAH7	-35.2	15.3	29.8	2	seeg	left
LAH8	-38.7	15.3	29.5	2	seeg	left
LAH9	-42.2	15.2	29.2	2	seeg	left
LAH10	-45.6	15.1	28.9	2	seeg	left
LAH11	-49.1	15.0	28.6	2	seeg	left
LAH12	-52.6	15.0	28.3	2	seeg	left
LAH13	-56.1	14.9	28.0	2	seeg	left
LAH14	-59.5	14.8	27.6	2	seeg	left
LPH1	-20.9	10.6	39.4	2	seeg	left
LPH2	-24.3	10.9	40.0	2	seeg	left
LPH3	-27.7	11.3	40.6	2	seeg	left
LPH4	-31.1	11.6	41.2	2	seeg	left
LPH5	-34.5	11.9	41.8	2	seeg	left
LPH6	-37.9	12.3	42.4	2	seeg	left
LPH7	-41.3	12.6	43.0	2	seeg	left
LPH8	-44.7	13.0	43.6	2	seeg	left
LPH9	-48.1	13.3	44.2	2	seeg	left
LPH10	-51.5	13.6	44.8	2	seeg	left
LPH11	-54.9	14.0	45.4	2	seeg	left
LPH12	-58.3	14.3	46.0	2	seeg	left
LABT1	-30.4	23.2	14.9	2	seeg	left
LABT2	-32.4	22.8	17.7	2	seeg	left
LABT3	-34.4	22.3	20.5	2	seeg	left
LABT4	-36.3	21.9	23.4	2	seeg	left
LABT5	-38.3	21.4	26.2	2	seeg	left
LABT6	-40.2	21.0	29.0	2	seeg	left
LABT7	-42.2	20.5	31.8	2	seeg	left
LABT8	-44.1	20.1	34.6	2	seeg	left
LABT9	-46.1	19.6	37.5	2	seeg	left
LABT10	-48.1	19.2	40.3	2	seeg	left
LABT11	-50.0	18.7	43.1	2	seeg	left
LABT12	-52.0	18.3	45.9	2	seeg	left
LABT13	-53.9	17.9	48.7	2	seeg	left
LABT14	-55.9	17.4	51.6	2	seeg	left
LABT15	-57.8	17.0	54.4	2	seeg	left
LABT16	-59.8	16.5	57.2	2	seeg	left
LPBT1	-29.9	7.7	31.1	2	seeg	left
LPBT2	-32.4	7.5	33.5	2	seeg	left
LPBT3	-34.8	7.3	35.9	2	seeg	left
LPBT4	-37.2	7.0	38.2	2	seeg	left
LPBT5	-39.7	6.8	40.6	2	seeg	left
LPBT6	-42.1	6.6	43.0	2	seeg	left
LPBT7	-44.6	6.4	45.4	2	seeg	left
LPBT8	-47.0	6.2	47.8	2	seeg	left
LPBT9	-49.5	5.9	50.2	2	seeg	left
LPBT10	-51.9	5.7	52.5	2	seeg	left
LPBT11	-54.4	5.5	54.9	2	seeg	left
LPBT12	-56.8	5.3	57.3	2	seeg	left
LAOF1	-15.0	62.9	21.2	2	seeg	left
LAOF2	-16.8	63.2	24.1	2	seeg	left
LAOF3	-18.6	63.6	26.9	2	seeg	left
LAOF4	-20.5	63.9	29.8	2	seeg	left
LAOF5	-22.3	64.2	32.7	2	seeg	left
LAOF6	-24.1	64.5	35.6	2	seeg	left
LAOF7	-26.0	64.8	38.5	2	seeg	left
LAOF8	-27.8	65.2	41.4	2	seeg	left
LAOF9	-29.6	65.5	44.2	2	seeg	left
LAOF10	-31.5	65.8	47.1	2	seeg	left
LAOF11	-33.3	66.1	50.0	2	seeg	left
LAOF12	-35.2	66.5	52.9	2	seeg	left
LAOF13	-37.0	66.8	55.8	2	seeg	left
LAOF14	-38.8	67.1	58.7	2	seeg	left
LAOF15	-40.7	67.4	61.6	2	seeg	left
LAOF16	-42.5	67.7	64.5	2	seeg	left
LPOF1	-5.6	47.6	20.6	2	seeg	left
LPOF2	-7.8	48.4	24.3	2	seeg	left
LPOF3	-10.0	49.2	28.0	2	seeg	left
LPOF4	-12.2	50.0	31.7	2	seeg	left
LPOF5	-14.4	50.8	35.4	2	seeg	left
LPOF6	-16.6	51.6	39.0	2	seeg	left
LPOF7	-18.8	52.4	42.7	2	seeg	left
LPOF8	-21.0	53.2	46.4	2	seeg	left
LPOF9	-23.2	54.0	50.1	2	seeg	left
LPOF10	-25.4	54.8	53.8	2	seeg	left
LPOF11	-27.6	55.6	57.5	2	seeg	left
LPOF12	-29.8	56.4	61.2	2	seeg	left
LPOF13	-32.0	57.2	64.9	2	seeg	left
LPOF14	-34.2	58.0	68.6	2	seeg	left
LPOF15	-36.4	58.8	72.3	2	seeg	left
LPOF16	-38.6	59.6	76.0	2	seeg	left
LOP1	-30.0	51.9	49.6	2	seeg	left
LOP2	-33.4	51.5	49.5	2	seeg	left
LOP3	-36.9	51.2	49.3	2	seeg	left
LOP4	-40.3	50.8	49.2	2	seeg	left
LOP5	-43.8	50.4	49.0	2	seeg	left
LOP6	-47.3	50.1	48.9	2	seeg	left
LOP7	-50.7	49.7	48.8	2	seeg	left
LOP8	-54.2	49.4	48.6	2	seeg	left
