name	type	units	low_cutoff	high_cutoff	group	sampling_frequency
TP1-TP2	SEEG	uv	0	300	seeg	2048
TP2-TP3	SEEG	uv	0	300	seeg	2048
TP3-TP4	SEEG	uv	0	300	seeg	2048
TP4-TP5	SEEG	uv	0	300	seeg	2048
TP5-TP6	SEEG	uv	0	300	seeg	2048
TP6-TP5	SEEG	uv	0	300	seeg	2048
G01-G02	SEEG	uv	0	300	seeg	2048
G02-G03	SEEG	uv	0	300	seeg	2048
G03-G04	SEEG	uv	0	300	seeg	2048
G04-G05	SEEG	uv	0	300	seeg	2048
G05-G06	SEEG	uv	0	300	seeg	2048
G06-G07	SEEG	uv	0	300	seeg	2048
G07-G08	SEEG	uv	0	300	seeg	2048
G08-G09	SEEG	uv	0	300	seeg	2048
G09-G10	SEEG	uv	0	300	seeg	2048
G10-G11	SEEG	uv	0	300	seeg	2048
G11-G12	SEEG	uv	0	300	seeg	2048
G12-G13	SEEG	uv	0	300	seeg	2048
G13-G14	SEEG	uv	0	300	seeg	2048
G14-G15	SEEG	uv	0	300	seeg	2048
G15-G16	SEEG	uv	0	300	seeg	2048
G16-G17	SEEG	uv	0	300	seeg	2048
G17-G18	SEEG	uv	0	300	seeg	2048
G18-G19	SEEG	uv	0	300	seeg	2048
G19-G20	SEEG	uv	0	300	seeg	2048
G20-G21	SEEG	uv	0	300	seeg	2048
G21-G22	SEEG	uv	0	300	seeg	2048
G22-G23	SEEG	uv	0	300	seeg	2048
G23-G24	SEEG	uv	0	300	seeg	2048
G24-G25	SEEG	uv	0	300	seeg	2048
G25-G26	SEEG	uv	0	300	seeg	2048
G26-G27	SEEG	uv	0	300	seeg	2048
G27-G28	SEEG	uv	0	300	seeg	2048
G28-G29	SEEG	uv	0	300	seeg	2048
G29-G30	SEEG	uv	0	300	seeg	2048
G30-G31	SEEG	uv	0	300	seeg	2048
G31-G32	SEEG	uv	0	300	seeg	2048
G32-G33	SEEG	uv	0	300	seeg	2048
G33-G34	SEEG	uv	0	300	seeg	2048
G34-G35	SEEG	uv	0	300	seeg	2048
G35-G36	SEEG	uv	0	300	seeg	2048
G36-G37	SEEG	uv	0	300	seeg	2048
G37-G38	SEEG	uv	0	300	seeg	2048
G38-G39	SEEG	uv	0	300	seeg	2048
G39-G40	SEEG	uv	0	300	seeg	2048
G40-G41	SEEG	uv	0	300	seeg	2048
G41-G42	SEEG	uv	0	300	seeg	2048
G42-G43	SEEG	uv	0	300	seeg	2048
G43-G44	SEEG	uv	0	300	seeg	2048
G44-G45	SEEG	uv	0	300	seeg	2048
G45-G46	SEEG	uv	0	300	seeg	2048
G46-G47	SEEG	uv	0	300	seeg	2048
G47-G48	SEEG	uv	0	300	seeg	2048
G48-G49	SEEG	uv	0	300	seeg	2048
G49-G50	SEEG	uv	0	300	seeg	2048
G50-G51	SEEG	uv	0	300	seeg	2048
G51-G52	SEEG	uv	0	300	seeg	2048
G52-G53	SEEG	uv	0	300	seeg	2048
G53-G54	SEEG	uv	0	300	seeg	2048
G54-G55	SEEG	uv	0	300	seeg	2048
G55-G56	SEEG	uv	0	300	seeg	2048
G56-G57	SEEG	uv	0	300	seeg	2048
G57-G58	SEEG	uv	0	300	seeg	2048
G58-G59	SEEG	uv	0	300	seeg	2048
G59-G60	SEEG	uv	0	300	seeg	2048
G60-G61	SEEG	uv	0	300	seeg	2048
G61-G62	SEEG	uv	0	300	seeg	2048
G62-G63	SEEG	uv	0	300	seeg	2048
G63-G64	SEEG	uv	0	300	seeg	2048
G64-G63	SEEG	uv	0	300	seeg	2048
ATP1-ATP2	SEEG	uv	0	300	seeg	2048
ATP2-ATP3	SEEG	uv	0	300	seeg	2048
ATP3-ATP4	SEEG	uv	0	300	seeg	2048
ATP4-ATP3	SEEG	uv	0	300	seeg	2048
MTP1-MTP27	SEEG	uv	0	300	seeg	2048
MTP27-MTP3	SEEG	uv	0	300	seeg	2048
MTP3-MTP4	SEEG	uv	0	300	seeg	2048
MTP4-MTP3	SEEG	uv	0	300	seeg	2048
PTP1-PTP2	SEEG	uv	0	300	seeg	2048
PTP2-PTP3	SEEG	uv	0	300	seeg	2048
PTP3-PTP4	SEEG	uv	0	300	seeg	2048
PTP4-PTP3	SEEG	uv	0	300	seeg	2048
