name	x	y	z	size	group	hemisphere
RA1	18.3	-1.5	-13.4	2	seeg	right
RA2	21.8	-1.9	-13.8	2	seeg	right
RA3	25.4	-2.2	-14.1	2	seeg	right
RA4	28.9	-2.5	-14.5	2	seeg	right
RA5	32.5	-2.9	-14.9	2	seeg	right
RA6	36	-3.2	-15.2	2	seeg	right
RA7	39.6	-3.6	-15.6	2	seeg	right
RA8	43.1	-3.9	-15.9	2	seeg	right
RA9	46.7	-4.3	-16.3	2	seeg	right
RA10	50.2	-4.6	-16.6	2	seeg	right
RA11	53.8	-4.9	-17	2	seeg	right
RA12	57.3	-5.3	-17.3	2	seeg	right
RAH1	20.6	-10.8	-12.7	2	seeg	right
RAH2	24.1	-11.3	-12.7	2	seeg	right
RAH3	27.6	-11.7	-12.7	2	seeg	right
RAH4	31.2	-12.2	-12.7	2	seeg	right
RAH5	34.7	-12.7	-12.7	2	seeg	right
RAH6	38.2	-13.2	-12.7	2	seeg	right
RAH7	41.8	-13.7	-12.7	2	seeg	right
RAH8	45.3	-14.2	-12.7	2	seeg	right
RAH9	48.8	-14.7	-12.7	2	seeg	right
RAH10	52.4	-15.2	-12.7	2	seeg	right
RAH11	55.9	-15.7	-12.7	2	seeg	right
RAH12	59.5	-16.2	-12.6	2	seeg	right
RPH1	21.3	-17.4	-15	2	seeg	right
RPH3	27.9	-19	-14.2	2	seeg	right
RPH4	31.2	-19.8	-13.8	2	seeg	right
RPH5	34.5	-20.6	-13.4	2	seeg	right
RPH6	37.8	-21.4	-13	2	seeg	right
RPH7	41.1	-22.2	-12.6	2	seeg	right
RPH8	44.4	-23	-12.1	2	seeg	right
RPH9	47.7	-23.9	-11.7	2	seeg	right
RPH10	51	-24.7	-11.3	2	seeg	right
RPH11	54.3	-25.6	-10.9	2	seeg	right
RPH12	57.6	-26.4	-10.5	2	seeg	right
RSTG1	26.2	-28.3	6.9	2	seeg	right
RSTG2	29.7	-28.3	6.9	2	seeg	right
RSTG3	33.2	-28.3	6.8	2	seeg	right
RSTG4	36.7	-28.3	6.8	2	seeg	right
RSTG5	40.1	-28.3	6.8	2	seeg	right
RSTG6	43.6	-28.3	6.7	2	seeg	right
RSTG7	47.1	-28.3	6.7	2	seeg	right
RSTG8	50.6	-28.2	6.6	2	seeg	right
RSTG9	54	-28.2	6.6	2	seeg	right
RSTG10	57.5	-28.2	6.6	2	seeg	right
RSTG11	61	-28.2	6.5	2	seeg	right
RTP2	28.3	11.5	-29.7	2	seeg	right
RTP3	28.5	5.3	-27.9	2	seeg	right
RTP4	28.8	-0.9	-26	2	seeg	right
RTP5	29	-6.9	-24.1	2	seeg	right
RTP6	29.3	-13	-22.2	2	seeg	right
RTP7	29.5	-19	-20.3	2	seeg	right
RTP8	29.7	-25.1	-18.4	2	seeg	right
RTP9	30	-31.5	-16.5	2	seeg	right
RTP10	30.2	-37.8	-14.6	2	seeg	right
RTP12	30.7	-50.6	-10.8	2	seeg	right
RTP13	30.9	-56.9	-8.9	2	seeg	right
RTP14	31.1	-63.3	-7	2	seeg	right
RTP15	31.4	-69.7	-5.1	2	seeg	right
RAOF1	5.8	50.6	-11.9	2	seeg	right
RAOF2	8.7	49.2	-10.7	2	seeg	right
RAOF3	11.6	47.8	-9.6	2	seeg	right
RAOF4	14.5	46.4	-8.5	2	seeg	right
RAOF5	17.4	45.1	-7.3	2	seeg	right
RAOF6	20.3	43.7	-6.2	2	seeg	right
RAOF8	26.1	40.9	-4	2	seeg	right
RAOF9	29.1	39.6	-2.8	2	seeg	right
RAOF10	32	38.2	-1.7	2	seeg	right
RAOF11	34.9	36.8	-0.6	2	seeg	right
RAOF12	37.8	35.4	0.6	2	seeg	right
RAOF13	40.7	34.1	1.8	2	seeg	right
RAOF14	43.6	32.7	3.1	2	seeg	right
RAOF15	46.5	31.3	4.3	2	seeg	right
RAOF16	49.4	29.9	5.5	2	seeg	right
RPOF2	6.7	25.8	-14.6	2	seeg	right
RPOF3	9.9	24.6	-12.6	2	seeg	right
RPOF4	13	23.3	-10.5	2	seeg	right
RPOF5	16.1	22.1	-8.4	2	seeg	right
RPOF6	19.2	20.9	-6.3	2	seeg	right
RPOF7	22.3	19.6	-4.3	2	seeg	right
RPOF8	25.4	18.4	-2.2	2	seeg	right
RPOF9	28.5	17.2	-0.1	2	seeg	right
RPOF10	31.6	15.9	2.1	2	seeg	right
RPOF11	34.7	14.7	4.4	2	seeg	right
RPOF12	37.8	13.5	6.6	2	seeg	right
RPOF13	40.9	12.2	8.9	2	seeg	right
RPOF14	44	11	11.1	2	seeg	right
RPOF15	47.1	9.8	13.4	2	seeg	right
RPOF16	50.3	8.5	15.7	2	seeg	right
RPIN1	36	6.8	-4	2	seeg	right
RPIN3	32.8	-3	6.2	2	seeg	right
RPIN4	31.2	-7.8	11.5	2	seeg	right
RPIN5	29.5	-12.6	16.7	2	seeg	right
RPIN6	27.9	-17.4	22	2	seeg	right
RPIN7	26.3	-22.1	27.3	2	seeg	right
RPIN8	24.7	-27.1	32.5	2	seeg	right
RPIN9	23.1	-32.2	37.8	2	seeg	right
RPIN10	21.5	-37.2	43.1	2	seeg	right
RPIN11	19.9	-42.3	48.3	2	seeg	right
RPIN12	18.3	-47.3	53.6	2	seeg	right
RPIN13	16.7	-52.4	58.9	2	seeg	right
RPIN14	15.1	-57.4	64.1	2	seeg	right
RPIN15	13.4	-62.5	69.4	2	seeg	right
RAC2	6.9	38.2	-14	2	seeg	right
RAC3	7.7	37.7	-9.8	2	seeg	right
RAC4	8.5	37.2	-5.6	2	seeg	right
RAC5	9.3	36.8	-1.4	2	seeg	right
RAC6	10.1	36.3	3.1	2	seeg	right
RAC7	10.9	35.9	7.6	2	seeg	right
RAC8	11.7	35.4	12.2	2	seeg	right
RAC9	12.5	34.9	16.7	2	seeg	right
RAC10	13.3	34.5	21.3	2	seeg	right
RAC11	14.2	34	25.9	2	seeg	right
RAC12	15	33.5	30.4	2	seeg	right
RAC13	15.8	33.1	35	2	seeg	right
RAC14	16.6	32.6	39.5	2	seeg	right
RAC15	17.4	32.1	44.1	2	seeg	right
RMC1	8.7	19.3	23.5	2	seeg	right
RMC2	9.5	19	27	2	seeg	right
RMC3	10.2	18.7	30.6	2	seeg	right
RMC4	11	18.4	34.1	2	seeg	right
RMC5	11.7	18.1	37.7	2	seeg	right
RMC6	12.5	17.8	41.3	2	seeg	right
RMC7	13.2	17.5	44.8	2	seeg	right
RMC8	14	17.2	48.4	2	seeg	right
RMC9	14.7	16.9	52	2	seeg	right
RMC10	15.5	16.6	55.5	2	seeg	right
RPC2	8.3	0	29.8	2	seeg	right
RPC3	9.1	-1.2	33.2	2	seeg	right
RPC4	9.9	-2.4	36.5	2	seeg	right
RPC5	10.7	-3.6	39.8	2	seeg	right
RPC6	11.5	-4.7	43.2	2	seeg	right
RPC7	12.3	-5.9	46.5	2	seeg	right
RPC8	13.1	-7.1	49.8	2	seeg	right
RPC9	13.9	-8.3	53.2	2	seeg	right
RPC10	14.7	-9.4	56.5	2	seeg	right
RPC11	15.5	-10.6	59.9	2	seeg	right
RPC12	16.3	-11.8	63.2	2	seeg	right
LA2	-15.9	-1.2	-12.7	2	seeg	left
LA3	-19.1	-0.2	-12.8	2	seeg	left
LA4	-22.4	0.8	-12.8	2	seeg	left
LA5	-25.6	1.8	-12.9	2	seeg	left
LA6	-28.8	2.8	-12.9	2	seeg	left
LA7	-32	3.9	-13	2	seeg	left
LA8	-35.2	4.9	-13	2	seeg	left
LA9	-38.5	5.9	-13.1	2	seeg	left
LAH1	-18.8	-7.9	-10.1	2	seeg	left
LAH2	-22.3	-7.7	-9.9	2	seeg	left
LAH3	-25.8	-7.4	-9.6	2	seeg	left
LAH4	-29.2	-7.2	-9.3	2	seeg	left
LAH5	-32.7	-6.9	-9	2	seeg	left
LAH6	-36.2	-6.7	-8.7	2	seeg	left
LAH7	-39.6	-6.4	-8.4	2	seeg	left
LAH8	-43.1	-6.2	-8.2	2	seeg	left
LAH9	-46.6	-5.9	-7.9	2	seeg	left
LAH10	-50	-5.7	-7.6	2	seeg	left
LAH11	-53.5	-5.4	-7.3	2	seeg	left
LAH12	-57	-5.2	-7	2	seeg	left
LPH1	-21.1	-13.3	-9.9	2	seeg	left
LPH2	-24.6	-13.4	-9.6	2	seeg	left
LPH3	-28.1	-13.5	-9.3	2	seeg	left
LPH4	-31.6	-13.6	-9	2	seeg	left
LPH5	-35.1	-13.7	-8.7	2	seeg	left
LPH6	-38.6	-13.8	-8.4	2	seeg	left
LPH7	-42.1	-13.9	-8.1	2	seeg	left
LPH8	-45.6	-14	-7.8	2	seeg	left
LPH9	-49.1	-14.1	-7.5	2	seeg	left
LPH10	-52.6	-14.2	-7.2	2	seeg	left
LPH11	-56.1	-14.3	-6.9	2	seeg	left
LTP1	-33.3	22.2	-22.6	2	seeg	left
LTP2	-33.6	15.8	-21.4	2	seeg	left
LTP3	-33.9	9.4	-20.1	2	seeg	left
LTP4	-34.3	3	-18.8	2	seeg	left
LTP5	-34.6	-3.3	-17.5	2	seeg	left
LTP6	-34.9	-9.5	-16.3	2	seeg	left
LTP7	-35.3	-15.7	-15	2	seeg	left
LTP8	-35.6	-21.9	-13.7	2	seeg	left
LTP9	-35.9	-28.4	-12.4	2	seeg	left
LTP10	-36.3	-35	-11.1	2	seeg	left
LTP11	-36.6	-41.5	-9.9	2	seeg	left
LTP12	-36.9	-48.1	-8.6	2	seeg	left
LTP13	-37.2	-54.6	-7.3	2	seeg	left
LTP14	-37.6	-61.2	-6	2	seeg	left
LAOF2	-4	57.6	-13.6	2	seeg	left
LAOF3	-6.8	55.7	-11.4	2	seeg	left
LAOF4	-9.7	53.9	-9.2	2	seeg	left
LAOF5	-12.5	52	-7.1	2	seeg	left
LAOF6	-15.3	50.1	-4.9	2	seeg	left
LAOF7	-18.1	48.2	-2.7	2	seeg	left
LAOF8	-20.9	46.4	-0.6	2	seeg	left
LAOF9	-23.7	44.5	1.7	2	seeg	left
LAOF10	-26.5	42.6	4.1	2	seeg	left
LAOF11	-29.3	40.8	6.4	2	seeg	left
LAOF12	-32.1	38.9	8.8	2	seeg	left
LAOF13	-35	37	11.1	2	seeg	left
LAOF14	-37.8	35.1	13.5	2	seeg	left
LAOF15	-40.6	33.3	15.8	2	seeg	left
LAOF16	-43.4	31.4	18.2	2	seeg	left
LPOF1	-6.7	25.8	-11.3	2	seeg	left
LPOF2	-9.7	24.9	-8.9	2	seeg	left
LPOF7	-24.8	19.9	3	2	seeg	left
LPOF8	-27.8	18.9	5.6	2	seeg	left
LPOF9	-30.8	17.9	8.1	2	seeg	left
LPOF10	-33.8	17	10.7	2	seeg	left
LPOF11	-36.8	16	13.2	2	seeg	left
LPOF12	-39.8	15	15.8	2	seeg	left
LPOF13	-42.8	14	18.3	2	seeg	left
LPOF14	-45.8	13	20.9	2	seeg	left
LPOF15	-48.9	12	23.4	2	seeg	left
LPOF16	-51.9	11	26	2	seeg	left
LPIN1	-34.5	8.3	-6.3	2	seeg	left
LPIN2	-33	3.7	-1.8	2	seeg	left
LPIN3	-31.4	-0.8	3	2	seeg	left
LPIN6	-26.8	-13.9	17.7	2	seeg	left
LPIN7	-25.2	-18.2	22.6	2	seeg	left
LPIN8	-23.7	-22.6	27.6	2	seeg	left
LPIN9	-22.2	-27.2	32.5	2	seeg	left
LPIN10	-20.6	-31.8	37.4	2	seeg	left
LPIN11	-19.1	-36.4	42.3	2	seeg	left
LPIN12	-17.5	-41	47.2	2	seeg	left
LPIN13	-16	-45.6	52.1	2	seeg	left
LPIN14	-14.5	-50.2	57	2	seeg	left
LAC1	-3.5	38.2	-15.3	2	seeg	left
LAC2	-3.8	38.1	-10.9	2	seeg	left
LAC3	-4.2	37.9	-6.6	2	seeg	left
LAC4	-4.6	37.7	-2.3	2	seeg	left
LAC5	-5	37.5	2.2	2	seeg	left
LAC6	-5.4	37.4	6.9	2	seeg	left
LAC7	-5.8	37.2	11.6	2	seeg	left
LAC8	-6.1	37	16.3	2	seeg	left
LAC9	-6.5	36.8	21	2	seeg	left
LAC10	-6.9	36.7	25.7	2	seeg	left
LAC11	-7.3	36.5	30.4	2	seeg	left
LAC12	-7.7	36.3	35.1	2	seeg	left
LAC13	-8.1	36.1	39.8	2	seeg	left
LAC14	-8.5	35.9	44.5	2	seeg	left
LMC1	-1.6	21.3	27.6	2	seeg	left
LMC2	-2.4	21.2	31.2	2	seeg	left
LMC3	-3.2	21.1	34.8	2	seeg	left
LMC4	-4.1	21.1	38.5	2	seeg	left
LMC5	-4.9	21	42.1	2	seeg	left
LMC6	-5.7	20.9	45.7	2	seeg	left
LMC7	-6.6	20.9	49.3	2	seeg	left
LMC8	-7.4	20.8	52.9	2	seeg	left
LPC1	-3.1	3.1	32.2	2	seeg	left
LPC2	-4.4	3	35.6	2	seeg	left
LPC3	-5.7	2.8	39	2	seeg	left
LPC4	-7	2.7	42.5	2	seeg	left
LPC5	-8.3	2.6	45.9	2	seeg	left
LPC6	-9.7	2.5	49.3	2	seeg	left
LPC7	-11	2.4	52.7	2	seeg	left
LPC8	-12.3	2.2	56.1	2	seeg	left
