name	x	y	z	size	group	hemisphere
PHG1	-10.7	24.2	-19.3	2	seeg	left
PHG2	-1.3	23.4	-20.9	2	seeg	left
PHG3	7.3	22.6	-19	2	seeg	left
PHG4	16.1	21.9	-15.4	2	seeg	left
PHG5	25.3	23.9	-15.6	2	seeg	left
PHG6	34.9	25.9	-17	2	seeg	left
OFS1	12.1	66.9	12.6	2	seeg	left
OFS2	20.9	63.2	7.7	2	seeg	left
OFS3	28.3	57.4	5.1	2	seeg	left
OFS4	35.6	51.7	2.4	2	seeg	left
OFS5	42.8	45.2	-0.3	2	seeg	left
OFS6	47.7	36.7	-1.4	2	seeg	left
STG1	57.3	4.4	16.8	2	seeg	left
STG2	57.8	-4.2	17.1	2	seeg	left
STG3	57.7	-11.6	17.7	2	seeg	left
STG4	56.2	-19.1	17.9	2	seeg	left
STG5	53.7	-28.2	18.2	2	seeg	left
STG6	51.2	-37.7	18.6	2	seeg	left
SG1	28.3	-5.4	-37.1	2	seeg	left
SG2	37.8	-5	-35.6	2	seeg	left
SG3	46.1	-3.3	-31.9	2	seeg	left
SG4	51.9	-1.8	-24.6	2	seeg	left
SG5	54.3	0	-15.3	2	seeg	left
SG6	55.1	3.4	-5.5	2	seeg	left
SG7	28.3	-11.6	-31.7	2	seeg	left
SG8	37.4	-11.6	-31.3	2	seeg	left
SG9	46.3	-10.2	-29	2	seeg	left
SG10	52.5	-9	-22.4	2	seeg	left
SG11	54.6	-7.4	-13	2	seeg	left
SG12	55.2	-4.6	-2.9	2	seeg	left
SG13	28.2	-17.3	-26	2	seeg	left
SG14	37.5	-17.6	-25.8	2	seeg	left
SG15	46.6	-17	-25.6	2	seeg	left
SG16	53.2	-16.3	-19.5	2	seeg	left
SG17	54.5	-14.8	-10.5	2	seeg	left
SG18	53.9	-12.1	-0.7	2	seeg	left
SG19	28.2	-23.9	-20.2	2	seeg	left
SG20	37.6	-24.2	-20.6	2	seeg	left
SG21	46.8	-25.1	-21.4	2	seeg	left
SG22	53.3	-23.7	-16.8	2	seeg	left
SG23	54.5	-21.6	-7.4	2	seeg	left
SG24	53.5	-19.1	2.5	2	seeg	left
SG25	52.1	-33.1	-14	2	seeg	left
SG26	53.9	-30	-4.2	2	seeg	left
SG27	54.2	-27.2	5.5	2	seeg	left
SG28	49.9	-41.8	-10.8	2	seeg	left
SG29	51.4	-38.7	-1.1	2	seeg	left
SG30	52	-36.5	8.6	2	seeg	left
SG31	47.4	-50.4	-7.6	2	seeg	left
SG32	49	-47.7	1.9	2	seeg	left
SG33	50.3	-45.8	12.3	2	seeg	left
SG34	44.6	-58.9	-4.3	2	seeg	left
SG35	46.3	-56.8	5.3	2	seeg	left
ASTS1	14.8	-32.3	-11.1	2	seeg	left
ASTS2	22.7	-35.8	-15.4	2	seeg	left
ASTS3	31.7	-38.6	-18.6	2	seeg	left
ASTS4	40.2	-41.3	-19.9	2	seeg	left
PSTS1	9.2	-53.3	-7.3	2	seeg	left
PSTS2	17.7	-54.1	-12.4	2	seeg	left
PSTS3	26.8	-56.1	-15.5	2	seeg	left
PSTS4	36.1	-56.9	-16.8	2	seeg	left
