name	x	y	z	size	group	hemisphere
LA1	-17.1	0	-14.7	2	seeg	left
LA2	-22.5	-0.4	-15.1	2	seeg	left
LA3	-27.8	-0.8	-15.5	2	seeg	left
LA4	-33.1	-1.2	-15.9	2	seeg	left
LA5	-38.5	-1.6	-16.4	2	seeg	left
LA6	-43.8	-1.9	-16.8	2	seeg	left
LA7	-49.2	-2.3	-17.2	2	seeg	left
LA8	-54.5	-2.7	-17.6	2	seeg	left
LA9	-59.8	-3.1	-18.1	2	seeg	left
LA10	-65.2	-3.5	-18.5	2	seeg	left
LAH1	-20.1	-11.5	-15.2	2	seeg	left
LAH2	-25.5	-12	-15	2	seeg	left
LAH3	-31	-12.5	-14.8	2	seeg	left
LAH4	-36.4	-13	-14.6	2	seeg	left
LAH5	-41.8	-13.5	-14.4	2	seeg	left
LAH6	-47.2	-14	-14.2	2	seeg	left
LAH7	-52.7	-14.5	-13.9	2	seeg	left
LAH8	-58.1	-15.1	-13.7	2	seeg	left
LAH9	-63.5	-15.6	-13.5	2	seeg	left
LAH10	-69	-16.1	-13.3	2	seeg	left
LPH1	-22.5	-22.6	-9.4	2	seeg	left
LPH2	-27.4	-24.4	-8.8	2	seeg	left
LPH3	-32.4	-26.2	-8.1	2	seeg	left
LPH4	-37.4	-28	-7.4	2	seeg	left
LPH5	-42.4	-29.9	-6.7	2	seeg	left
LPH6	-47.4	-31.7	-6	2	seeg	left
LPH7	-52.4	-33.5	-5.3	2	seeg	left
LPH8	-57.4	-35.3	-4.6	2	seeg	left
LPH9	-62.3	-37.2	-3.9	2	seeg	left
LPH10	-67.3	-39	-3.2	2	seeg	left
LBT1	-35.1	13.6	-26.4	2	seeg	left
LBT2	-35.3	8.4	-25.2	2	seeg	left
LBT3	-35.4	3.3	-23.9	2	seeg	left
LBT4	-35.6	-1.6	-22.6	2	seeg	left
LBT5	-35.8	-5.9	-21.3	2	seeg	left
LBT6	-36	-10.1	-20.1	2	seeg	left
LBT7	-36.1	-14.4	-18.8	2	seeg	left
LBT8	-36.3	-18.7	-17.5	2	seeg	left
LBT9	-36.5	-23	-16.3	2	seeg	left
LBT10	-36.6	-28	-15	2	seeg	left
LBT11	-36.8	-33	-13.7	2	seeg	left
LBT12	-37	-38.1	-12.4	2	seeg	left
LBT13	-37.2	-43.1	-11.2	2	seeg	left
LBT14	-37.3	-48.1	-9.9	2	seeg	left
LBT15	-37.5	-53.2	-8.6	2	seeg	left
LBT16	-37.7	-58.2	-7.4	2	seeg	left
LPOF1	-4.4	31.2	-7.1	2	seeg	left
LPOF2	-10.4	30.3	-4.8	2	seeg	left
LPOF3	-16.3	29.3	-2.5	2	seeg	left
LPOF4	-22.3	28.3	-0.2	2	seeg	left
LPOF5	-28.2	27.3	2.2	2	seeg	left
LPOF6	-34.2	26.4	4.6	2	seeg	left
LPOF7	-40.1	25.4	7	2	seeg	left
LPOF8	-46.1	24.4	9.4	2	seeg	left
LPOF9	-52	23.5	11.8	2	seeg	left
LPOF10	-58	22.5	14.2	2	seeg	left
LPT1	-14.1	-24.7	2.6	2	seeg	left
LPT2	-20.5	-24.6	2.6	2	seeg	left
LPT3	-26.9	-24.6	2.6	2	seeg	left
LPT4	-33.2	-24.5	2.6	2	seeg	left
LPT5	-39.6	-24.4	2.6	2	seeg	left
LPT6	-46	-24.4	2.6	2	seeg	left
LPT7	-52.3	-24.3	2.7	2	seeg	left
LPT8	-58.7	-24.2	2.7	2	seeg	left
LPT9	-65.1	-24.1	2.7	2	seeg	left
LPT10	-71.4	-24.1	2.7	2	seeg	left
LTPO1	-32.6	-35.1	5.8	2	seeg	left
LTPO2	-35	-37.8	7.8	2	seeg	left
LTPO3	-37.4	-40.5	9.8	2	seeg	left
LTPO4	-39.8	-43.2	11.7	2	seeg	left
LTPO5	-42.2	-45.9	13.7	2	seeg	left
LTPO6	-44.6	-48.6	15.7	2	seeg	left
LTPO7	-47	-51.3	17.7	2	seeg	left
LTPO8	-49.4	-54	19.7	2	seeg	left
LTPO9	-51.8	-56.7	21.7	2	seeg	left
LTPO10	-54.1	-59.4	23.7	2	seeg	left
LMEG1	-8.6	-55.8	14.5	2	seeg	left
LMEG2	-12.6	-58.7	16.3	2	seeg	left
LMEG3	-16.6	-61.7	18.1	2	seeg	left
LMEG4	-20.6	-64.7	19.9	2	seeg	left
LMEG5	-24.6	-67.7	21.7	2	seeg	left
LMEG6	-28.6	-70.6	23.5	2	seeg	left
LMEG7	-32.6	-73.6	25.3	2	seeg	left
LMEG8	-36.6	-76.6	27.1	2	seeg	left
LMEG9	-40.5	-79.5	28.9	2	seeg	left
LMEG10	-44.5	-82.5	30.7	2	seeg	left
LMC1	-11.2	-8.9	34.3	2	seeg	left
LMC2	-12.5	-9.8	39	2	seeg	left
LMC3	-13.8	-10.6	43.8	2	seeg	left
LMC4	-15.1	-11.4	48.5	2	seeg	left
LMC5	-16.4	-12.2	53.3	2	seeg	left
LMC6	-17.7	-13	58	2	seeg	left
LMC7	-19	-13.8	62.8	2	seeg	left
LMC8	-20.3	-14.6	67.5	2	seeg	left
LMC9	-21.6	-15.4	72.3	2	seeg	left
LMC10	-22.8	-16.2	77	2	seeg	left
LPC1	-7	-29.5	31.2	2	seeg	left
LPC2	-10.6	-29.8	34.9	2	seeg	left
LPC3	-14.2	-30.1	38.7	2	seeg	left
LPC4	-17.9	-30.4	42.5	2	seeg	left
LPC5	-21.5	-30.7	46.2	2	seeg	left
LPC6	-25.2	-31	50	2	seeg	left
